Ticker,Summary,BERT Sentiment,BERT Score,RoBERTa Sentiment,RoBERTa Score,ALBERT Sentiment,ALBERT Score,URL
TSLA,Your information may be shared with third parties.,3 stars,0.32189199328422546,ENTAILMENT,0.6613854765892029,LABEL_0,0.5704198479652405,https://www.google.com/search?q%3Dgoogle%2Bfinance%2BTSLA%26tbm%3Dnws%26pccc%3D1
TSLA,Musk's support for far-right parties is hurting EV sales. Tesla selling fewer cars in Europe than expected,2 stars,0.41867491602897644,NEUTRAL,0.9556941986083984,LABEL_0,0.98415207862854,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/
TSLA,Analysts have varying opinions on whether Tesla stock will reach $100.,3 stars,0.2870914041996002,NEUTRAL,0.5864707827568054,LABEL_0,0.8451169729232788,https://www.analyticsinsight.net/stocks/will-telsa-stock-reach-100
TSLA,TSLA stock has been underperforming Global X Autonomous & Electric Vehicles ETF DRIV. EV giant plans to launch full self-driving and Robo-taxi businesses later this year,2 stars,0.36109238862991333,NEUTRAL,0.9778584837913513,LABEL_0,0.9671770334243774,https://www.tradingview.com/news/barchart:018efdc78094b:0-how-is-tesla-s-stock-performance-compared-to-other-autonomous-electric-vehicles-stocks/
TSLA,"Former Japanese Prime Minister Yoshihide Suga wants Tesla to invest. Tesla-Nissan deal seems unlikely, even if it did happen",3 stars,0.27209386229515076,NEUTRAL,0.9523084759712219,LABEL_0,0.8947537541389465,https://arstechnica.com/cars/2025/02/dumbest-automotive-rumor-of-the-week-tesla-should-buy-nissan/
TSLA,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://getmoneyrich.com/tesla-stock-crash-how-korean-investors-lost-big-with-leveraged-etfs/
TSLA,All photographs are copyrighted.,1 star,0.7867158055305481,NEUTRAL,0.6767619848251343,LABEL_1,0.7024471759796143,https://www.investors.com/news/tesla-rival-byd-xpeng-china-ev-sales-nio-li-auto/
TSLA,"Do you want to read FT more, faster?",2 stars,0.25729069113731384,NEUTRAL,0.7925499677658081,LABEL_0,0.960246741771698,https://www.ft.com/content/809cd697-8f3e-459a-bb2f-82754282ace5
BTC,Video game retailer has confirmed that it has received a letter from Strive Asset Management.,1 star,0.43893519043922424,NEUTRAL,0.6710644960403442,LABEL_0,0.9568566083908081,https://www.tradingview.com/news/todayq:78b27648c094b:0-strive-sends-letter-to-gamestop-advising-investing-into-btc/
BTC,Your information may be shared with third parties.,3 stars,0.32189199328422546,ENTAILMENT,0.6613854765892029,LABEL_0,0.5704198479652405,https://www.google.com/search?q%3Dgoogle%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,"Vivo Y300 Plus 5G, Realme P1 Speed, Lava Agni 3 among latest smartphone launches",5 stars,0.7116262912750244,ENTAILMENT,0.49336209893226624,LABEL_1,0.6647717356681824,https://timesofindia.indiatimes.com/technology/tech-news/google-removes-bitcoin-and-other-cryptocurrency-price-charts-from-search-results/articleshow/114255737.cms
BTC,You have recently performed an action that caused this block.,1 star,0.4452946186065674,NEUTRAL,0.5870054364204407,LABEL_0,0.9339538216590881,https://www.groovypost.com/howto/import-cryptocurrency-prices-into-google-sheets/
BTC,Analysts at QCP Capital expect Bitcoin to remain range-bound. Google’s new ‘Willow’ chip raises security concerns,3 stars,0.24524353444576263,NEUTRAL,0.6666909456253052,LABEL_0,0.6553732752799988,https://www.financemagnates.com/cryptocurrency/googles-willow-raises-bitcoin-security-concerns-as-price-struggles-to-break-100k/
BTC,"Metaplanet CEO says firm is exploring a potential U.S. listing. The firm is aiming to accumulate 21,000 Bitcoin by 2026",1 star,0.3902941942214966,NEUTRAL,0.9700188040733337,LABEL_0,0.9339223504066467,https://www.tradingview.com/news/cointelegraph:810c1d4ce094b:0-japan-s-metaplanet-buys-more-bitcoin-explores-potential-us-listing/
BTC,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://finance.yahoo.com/news/live/stock-market-today-nasdaq-soars-to-record-as-tesla-google-amazon-apple-hit-fresh-highs-210100728.html
BTC,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://tradebrains.in/brand/hong-kong-investment-firms-shares-soar-300-after-acquiring-just-1-bitcoin/
BTC,New accounting rules allow companies to adjust value of digital assets. Tesla is the fourth-largest publicly traded Bitcoin holder,5 stars,0.5589956045150757,NEUTRAL,0.9405807256698608,LABEL_1,0.5208016633987427,https://coinmarketcap.com/academy/article/tesla-achieves-dollar600-million-paper-gain-from-bitcoin-holdings-in-q4-due-to-new-financial-regulations
BTC,Google Finance makes it easy to track stocks and keep up with your portfolio.,5 stars,0.5124163031578064,NEUTRAL,0.7074519991874695,LABEL_1,0.9029314517974854,https://www.fool.com/investing/how-to-invest/stocks/how-to-track-stocks-with-google-finance/
BTC,"Live price charts for Bitcoin, Ether, and other cryptos have been removed. It’s unclear whether this is a temporary glitch or a permanent decision",2 stars,0.2835201919078827,NEUTRAL,0.9902731776237488,LABEL_0,0.9904656410217285,https://www.cryptotimes.io/2024/10/14/google-removes-bitcoin-and-crypto-price-charts-from-search/
